one_week_supply_of_eye,laboratory_type_is_other,residents_total_admissions,staff_weekly_suspected_covid,shortage_of_nursing_staff,total_resident_covid_19_deaths_per_1_000_residents,total_number_of_occupied,residents_weekly_all_deaths,any_current_supply_of_n95,submitted_data,ventilator_dependent_unit,number_of_ventilators_in,laboratory_type_is_state,shortage_of_other_staff,any_current_supply_of_gowns,residents_weekly_confirmed,any_current_supply_of,staff_total_covid_19_deaths,residents_weekly_covid_19,staff_total_suspected_covid,one_week_supply_of_surgical,one_week_supply_of_gowns,any_current_supply_of_hand,total_resident_confirmed_covid_19_cases_per_1_000_residents,provider_name,laboratory_type_is_private,initial_confirmed_covid_19_case_this_week,resident_access_to_testing,any_current_supply_of_surgical,county,passed_quality_assurance,staff_weekly_confirmed_covid,one_week_supply_of_hand,residents_total_covid_19,staff_weekly_covid_19_deaths,provider_address,three_or_more_confirmed_and_suspected_covid_19_cases_this_week,provider_zip_code,any_current_supply_of_gloves,federal_provider_number,number_of_all_beds,residents_total_suspected,residents_weekly_suspected,residents_weekly_admissions,staff_total_confirmed_covid,one_week_supply_of_gloves,residents_total_all_deaths,provider_state,shortage_of_clinical_staff,number_of_ventilators_in_1,any_current_supply_of_eye,shortage_of_aides,one_week_supply_of_ventilator,residents_total_confirmed,one_week_supply_of_n95_masks,week_ending,total_residents_covid_19_deaths_as_a_percentage_of_confirmed_covid_19_cases,provider_city
Y,Y,12,0,N,65.6,61,0,Y,Y,N,,Y,N,Y,0,,0,0,1,Y,Y,Y,704.9,MANORCARE HEALTH SERVICES-ALEXANDRIA,Y,N,Y,Y,Fairfax,Y,0,Y,4,0,1510 COLLINGWOOD ROAD,N,22308,Y,495011,96,1,0,0,17,Y,6,VA,N,,Y,N,,43,Y,2020/07/12 00:00:00,9.3,ALEXANDRIA
Y,N,1,0,N,0.0,88,0,Y,Y,N,,N,Y,Y,0,,0,0,0,Y,N,Y,34.1,HERITAGE HALL KING GEORGE,N,N,N,Y,King George,Y,0,Y,0,0,10051 FOXES WAY,N,22485,Y,495300,130,0,0,1,7,Y,0,VA,N,,Y,Y,,3,N,2020/05/31 00:00:00,0.0,KING GEORGE
,,,,,,,,,N,,,,,,,,,,,,,,,LITTLE SISTERS OF THE POOR IN RICHMOND,,,,,Henrico,,,,,,1503 MICHAEL ROAD,,23229,,49E151,,,,,,,,VA,,,,,,,,2020/06/14 00:00:00,,RICHMOND
Y,Y,0,0,N,0.0,77,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,THE BRIAN CENTER,N,N,Y,Y,Alleghany,Y,0,Y,0,0,100 ALLEGHANY REGIONAL HOSPITAL LANE,N,24457,Y,495221,89,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/05/31 00:00:00,,LOW MOOR
Y,N,0,1,N,0.0,56,0,Y,Y,N,,Y,N,Y,0,,0,0,1,Y,Y,Y,0.0,RIVERSIDE CONVAL CENTER-MATHEW,Y,N,Y,Y,Mathews,Y,0,Y,0,0,PO BOX 370,N,23109,Y,49E215,60,3,0,0,0,Y,4,VA,N,,Y,N,,0,Y,2020/06/28 00:00:00,,MATHEWS
Y,N,18,0,Y,241.0,83,4,Y,Y,N,,Y,N,Y,0,,0,4,7,Y,Y,Y,867.5,SKYVIEW SPRINGS REHAB AND NURSING CENTER,N,N,Y,Y,Page,Y,7,Y,20,0,30 MONTVUE DRIVE,N,22835,Y,495255,120,39,0,1,33,Y,29,VA,N,,Y,Y,,72,Y,2020/05/31 00:00:00,27.8,LURAY
Y,N,0,0,N,0.0,144,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,ELIZABETH ADAM CRUMP HEALTH AND REHAB,Y,N,Y,Y,Henrico,Y,0,Y,0,0,3600 MOUNTAIN ROAD,N,23060,Y,495299,180,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/07/19 00:00:00,,GLEN ALLEN
N,N,0,0,Y,0.0,84,0,Y,Y,N,,Y,Y,Y,0,,0,0,17,Y,Y,Y,0.0,FRANCIS MARION MANOR HEALTH & REHABILITATION,Y,N,Y,Y,Smyth,Y,0,Y,0,0,"100 FRANCIS MARION LANE, PO BOX 880",N,24354,Y,495384,109,0,0,0,2,Y,6,VA,N,,Y,Y,,0,N,2020/07/12 00:00:00,,MARION
Y,N,0,0,N,0.0,105,0,Y,Y,N,,N,N,Y,1,,0,0,0,Y,Y,Y,9.5,"VMRC, COMPLETE LIVING CARE",Y,Y,Y,Y,Rockingham,Y,0,Y,0,0,1475 VIRGINIA AVENUE,N,22802,Y,495385,120,0,0,0,1,Y,3,VA,N,,Y,N,,1,Y,2020/07/12 00:00:00,0.0,HARRISONBURG
Y,Y,0,2,N,0.0,111,0,Y,Y,N,,Y,N,Y,0,,0,0,5,Y,Y,Y,0.0,PINEY FOREST HEALTH AND REHABILITATION CENTER,Y,N,Y,Y,Danville City,Y,0,Y,0,0,450 PINEY FOREST RD,N,24540,Y,495107,120,0,0,0,1,Y,9,VA,N,,Y,N,,0,Y,2020/07/26 00:00:00,,DANVILLE
Y,N,0,0,N,0.0,92,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,ALLEGHANY HEALTH AND REHAB,Y,N,Y,Y,Clifton Forge City,Y,0,Y,0,0,1725 MAIN STREET,N,24422,Y,495141,105,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/05/31 00:00:00,,CLIFTON FORGE
N,N,0,0,N,0.0,81,0,N,Y,N,,Y,N,N,0,,0,0,13,N,N,Y,0.0,RADFORD HEALTH AND REHAB CENTER,Y,N,Y,N,Radford City,Y,0,Y,0,0,700 RANDOLPH STREET,Y,24141,Y,495355,90,11,3,0,0,Y,3,VA,N,,N,N,,0,N,2020/07/12 00:00:00,,RADFORD
Y,N,0,3,N,0.0,58,0,Y,Y,N,,Y,N,Y,0,,0,0,19,Y,Y,Y,0.0,OUR LADY OF THE VALLEY,Y,N,Y,Y,Roanoke City,Y,0,Y,0,0,650 NORTH JEFFERSON STREET,N,24016,Y,495357,70,4,1,0,3,Y,0,VA,N,,Y,N,,0,Y,2020/07/26 00:00:00,,ROANOKE
N,N,0,0,Y,0.0,83,0,,Y,N,,N,N,,0,,0,0,0,Y,Y,,0.0,SKYLINE NURSING & REHABILITATION CENTER,Y,,Y,,Floyd,Y,0,Y,0,0,"237 FRANKLIN PIKE ROAD, SE",,24091,,495348,88,0,0,0,0,Y,0,VA,N,,,Y,,0,Y,2020/05/24 00:00:00,,FLOYD
Y,Y,0,0,N,0.0,150,2,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,PARHAM HEALTH CARE & REHAB CEN,Y,N,Y,Y,Henrico,Y,0,Y,0,0,2400 E PARHAM ROAD,N,23228,Y,495097,180,0,0,0,0,Y,10,VA,N,,Y,N,,0,Y,2020/06/21 00:00:00,,RICHMOND
Y,N,0,0,N,0.0,83,1,Y,Y,N,,N,N,Y,0,,0,0,4,Y,Y,Y,0.0,DOCKSIDE HEALTH & REHAB CENTER,Y,N,Y,Y,Middlesex,Y,0,Y,0,0,74 MIZPAH ROAD,N,23092,Y,495422,94,0,0,0,0,Y,2,VA,N,,Y,N,,0,N,2020/05/31 00:00:00,,LOCUST HILL
Y,N,0,0,N,0.0,66,0,N,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,"ENVOY OF LAWRENCEVILLE, LLC",Y,N,Y,Y,Brunswick,Y,0,Y,0,0,1722 LAWRENCEVILLE PLANK ROAD,N,23868,Y,495192,77,0,0,0,0,Y,1,VA,N,,Y,N,,0,N,2020/07/19 00:00:00,,LAWRENCEVILLE
Y,N,0,0,N,0.0,80,0,Y,Y,N,,N,N,Y,0,,0,0,3,Y,Y,Y,0.0,ST FRANCIS NURSING CTR,Y,N,Y,Y,Newport News City,Y,0,Y,0,0,4 RIDGEWOOD PARKWAY,N,23602,Y,495204,115,0,0,0,0,Y,1,VA,N,,Y,N,,0,Y,2020/07/26 00:00:00,,NEWPORT NEWS
Y,Y,10,0,N,46.0,87,1,Y,Y,N,,N,N,Y,1,,0,1,0,Y,Y,Y,816.1,FARMVILLE HEALTH & REHAB CENTER,Y,N,Y,Y,Prince Edward,Y,0,Y,4,0,1575 SCOTT DRIVE  ROUTE 5,N,23901,Y,495249,120,9,0,0,6,Y,7,VA,N,,Y,N,,71,Y,2020/07/05 00:00:00,5.6,FARMVILLE
Y,Y,0,0,N,0.0,66,0,Y,Y,N,,Y,N,Y,0,,0,0,8,Y,Y,Y,0.0,LOUISA HEALTH & REHABILITATION CENTER,Y,N,Y,Y,Louisa,Y,0,Y,0,0,210 ELM STREET,N,23093,Y,495282,90,0,0,0,1,Y,1,VA,N,,Y,N,,0,Y,2020/06/28 00:00:00,,LOUISA
Y,N,5,0,N,51.3,117,0,Y,Y,N,,Y,N,Y,0,,0,0,7,Y,Y,Y,256.4,WESTPORT REHABILITATION AND NURSING CENTER,Y,N,Y,Y,Henrico,Y,1,Y,6,0,7300 FOREST AVE,N,23226,Y,495227,225,18,0,1,8,Y,23,VA,N,,Y,N,,30,Y,2020/06/14 00:00:00,20.0,RICHMOND
Y,N,0,0,N,0.0,11,1,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,CLINCH VALLEY MEDICAL CENTER,Y,N,Y,Y,Tazewell,Y,0,Y,0,0,2949 W FRONT ST,N,24641,Y,495181,24,0,0,0,0,Y,3,VA,N,,Y,N,,0,Y,2020/06/21 00:00:00,,RICHLANDS
Y,N,20,0,N,215.4,130,0,Y,Y,N,,Y,N,Y,0,,1,0,1,Y,Y,Y,692.3,ANNANDALE  HEALTHCARE CENTER,Y,N,Y,Y,Fairfax,Y,0,Y,28,0,6700 COLUMBIA PIKE,N,22003,Y,495155,222,2,0,0,51,Y,28,VA,N,,Y,N,,90,Y,2020/07/12 00:00:00,31.1,ANNANDALE
Y,N,1,1,N,5.8,173,0,Y,Y,N,,Y,N,Y,3,,0,0,38,N,N,Y,104.0,THE GARDENS AT WARWICK FOREST,Y,N,Y,Y,Newport News City,Y,0,Y,1,0,1000 OLD DENBEIGH BOULEVARD,Y,23602,Y,495071,209,16,4,0,8,Y,11,VA,N,,Y,N,,18,N,2020/07/26 00:00:00,5.6,NEWPORT NEWS
N,N,0,15,N,0.0,71,18,Y,Y,N,,Y,N,Y,0,,0,0,15,N,N,Y,0.0,YORK CONVALESCENT AND REHABILITATION  CENTER,Y,,Y,Y,York,Y,0,Y,0,0,113 BATTLE ROAD,,23692,Y,495342,80,14,14,0,0,Y,18,VA,N,,Y,N,,0,N,2020/05/24 00:00:00,,YORKTOWN
Y,N,0,1,N,0.0,104,3,Y,Y,N,,N,N,Y,0,,0,0,3,Y,Y,Y,0.0,AUTUMN CARE OF ALTAVISTA,Y,N,Y,Y,Campbell,Y,0,Y,0,0,1317 LOLA AVE,N,24517,Y,495196,111,1,0,0,1,Y,9,VA,N,,Y,N,,0,Y,2020/07/12 00:00:00,,ALTAVISTA
Y,N,7,3,N,146.1,89,0,Y,Y,N,,N,N,Y,0,,1,0,39,Y,Y,Y,752.8,CHASE CITY HEALTH AND REHAB CENTER,Y,N,Y,Y,Mecklenburg,Y,0,Y,13,0,5539 HIGHWAY FORTY SEVEN,N,23924,Y,495380,120,46,0,1,27,Y,14,VA,N,,Y,N,,67,Y,2020/06/28 00:00:00,19.4,CHASE CITY
Y,N,0,0,N,0.0,18,0,Y,Y,N,,N,N,Y,0,,0,0,3,Y,Y,Y,0.0,WINDSORMEADE OF WILLIAMSBURG,Y,N,Y,Y,James City,Y,0,Y,0,0,3900 WINDSOR HALL DRIVE,N,23188,Y,495402,22,1,0,0,0,Y,1,VA,N,,Y,N,,0,Y,2020/07/12 00:00:00,,WILLIAMSBURG
Y,N,0,0,Y,0.0,55,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,BAYSIDE OF POQUOSON HEALTH AND REHAB,Y,N,Y,Y,Poquoson,N,0,Y,0,0,1 VANTAGE DRIVE,N,23662,Y,495264,60,0,0,0,0,Y,1,VA,N,,Y,Y,,0,N,2020/07/19 00:00:00,,POQUOSON
Y,N,0,0,N,0.0,69,0,Y,Y,N,,N,N,Y,4,,0,0,0,Y,Y,Y,58.0,SUNNYSIDE PRESBYTERIAN RETIREMENT COMMUNITY,Y,Y,Y,Y,Harrisonburg City,Y,3,Y,0,0,"3935 SUNNYSIDE DRIVE, SUITE A",Y,22801,Y,495387,84,0,0,0,3,Y,4,VA,N,,Y,Y,,4,Y,2020/06/07 00:00:00,0.0,HARRISONBURG
Y,N,0,0,N,30.3,66,0,Y,Y,N,,N,N,Y,0,,0,0,2,Y,Y,Y,60.6,BETH SHOLOM HOME OF VIRGINIA,Y,N,Y,Y,Henrico,Y,0,Y,2,0,1600 JOHN ROLFE PARKWAY,N,23233,Y,495291,101,0,0,0,1,Y,0,VA,N,,Y,N,,4,Y,2020/06/21 00:00:00,50.0,RICHMOND
Y,N,0,0,N,0.0,97,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,HOLLY MANOR NURSING HOME,Y,N,Y,Y,Prince Edward,Y,0,Y,0,0,2003 COBB STREET,N,23901,Y,495339,120,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/07/26 00:00:00,,FARMVILLE
Y,N,13,2,N,296.3,27,0,Y,Y,N,,Y,N,Y,0,,0,0,10,Y,Y,Y,333.3,ASHBY PONDS INC,Y,N,Y,Y,Loudoun,Y,0,Y,8,0,21160 MAPLE BRANCH TERRACE,N,20147,Y,495416,44,0,0,0,10,Y,8,VA,N,,Y,N,,9,Y,2020/07/26 00:00:00,88.9,ASHBURN
Y,Y,0,0,N,0.0,47,0,Y,Y,N,,Y,N,Y,0,,0,0,7,Y,Y,Y,42.6,REGENCY HEALTH AND REHABILITATION CENTER,Y,N,Y,Y,York,Y,2,Y,0,0,112 N CONSTITUTION DR,N,23692,Y,495189,60,15,0,0,2,Y,0,VA,N,,Y,N,,2,Y,2020/07/05 00:00:00,0.0,GRAFTON
N,N,47,0,Y,45.5,154,2,Y,Y,N,,N,N,Y,0,,0,0,5,N,Y,Y,19.5,COLONIAL HEIGHTS REHABILITATION AND NURSING CENTER,Y,N,Y,Y,Colonial Heights City,Y,0,Y,7,0,831 ELLERSLIE AVE,N,23834,Y,495115,193,3,0,0,6,Y,22,VA,N,,Y,Y,,3,N,2020/07/26 00:00:00,233.3,COLONIAL HEIGHTS
Y,N,0,0,N,0.0,106,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,"VMRC, COMPLETE LIVING CARE",Y,N,Y,Y,Rockingham,Y,0,Y,0,0,1475 VIRGINIA AVENUE,N,22802,Y,495385,120,0,0,0,1,Y,3,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,HARRISONBURG
Y,N,0,1,N,0.0,110,0,Y,Y,N,,Y,Y,Y,0,,0,0,4,Y,Y,Y,0.0,THE CITADEL VIRGINIA BEACH LLC,Y,N,Y,Y,Virginia Beach City,Y,0,Y,0,0,340 LYNN SHORES DRIVE,N,23452,Y,495150,150,0,0,0,4,Y,12,VA,N,,Y,N,,0,Y,2020/07/19 00:00:00,,VIRGINIA BEACH
Y,N,0,10,N,0.0,125,1,Y,Y,N,,Y,N,Y,0,,0,0,16,Y,Y,Y,0.0,HERITAGE HALL BLACKSBURG,N,N,Y,Y,Montgomery,Y,0,Y,0,0,3610 SOUTH MAIN STREET,N,24060,Y,495356,179,0,0,0,0,Y,1,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,BLACKSBURG
,,,,,,,,,N,,,,,,,,,,,,,,,THE GLEBE,,,,,Botetourt,,,,,,250 GLEBE ROAD,,24083,,495404,,,,,,,,VA,,,,,,,,2020/05/24 00:00:00,,DALEVILLE
Y,N,0,0,N,0.0,98,1,Y,Y,N,,Y,N,Y,0,,0,0,11,Y,Y,Y,0.0,ABINGDON HEALTH CARE LLC,Y,N,Y,Y,Washington,Y,0,Y,0,0,15051 HARMONY HILLS LANE,N,24211,Y,495409,120,6,1,0,0,Y,33,VA,N,,Y,N,,0,Y,2020/06/28 00:00:00,,ABINGDON
N,N,3,2,N,0.0,90,1,Y,Y,N,,Y,N,Y,5,,0,0,6,Y,N,Y,55.6,"ENVOY OF WOODBRIDGE, LLC",Y,Y,Y,Y,Prince William,Y,2,Y,0,0,14906 JEFFERSON DAVIS HIGHWAY,Y,22191,Y,495361,120,9,6,0,8,N,4,VA,N,,Y,N,,5,N,2020/05/31 00:00:00,0.0,WOODBRIDGE
Y,N,6,0,N,73.2,123,0,Y,Y,N,,Y,N,Y,0,,0,0,8,Y,Y,Y,138.2,POTOMAC FALLS HEALTH & REHAB CENTER,Y,N,Y,Y,Loudoun,Y,0,Y,9,0,46531 HARRY BYRD HIGHWAY,N,20164,Y,495179,150,8,1,0,7,Y,14,VA,N,,Y,N,,17,Y,2020/07/26 00:00:00,52.9,STERLING
Y,N,0,0,Y,0.0,207,0,Y,Y,N,,Y,N,Y,0,,0,0,2,Y,Y,Y,0.0,CONSULATE HEALTH CARE OF NORFOLK,N,N,Y,Y,Norfolk City,Y,0,Y,0,0,3900 LLEWELLYN AVE,N,23504,Y,495273,222,1,0,0,0,Y,1,VA,N,,Y,N,,0,Y,2020/06/14 00:00:00,,NORFOLK
Y,N,0,0,N,0.0,86,2,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,CARRINGTON PLACE AT BOTETOURT COMMONS,Y,N,Y,Y,Botetourt,Y,1,Y,0,0,290 COMMONS PARKWAY,N,24083,Y,495386,90,0,0,0,1,Y,3,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,DALEVILLE
Y,Y,0,0,N,0.0,107,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,PORTSMOUTH HEALTH AND REHAB,N,N,Y,Y,Portsmouth City,Y,0,Y,0,0,900 LONDON BOULEVARD,N,23704,Y,495149,120,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/05/31 00:00:00,,PORTSMOUTH
Y,Y,0,0,N,0.0,166,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,RIVERSIDE HEALTH & REHAB CNTR,Y,N,Y,Y,Danville City,Y,0,Y,0,0,2344 RIVERSIDE DRIVE,N,24540,Y,495295,180,3,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/07/05 00:00:00,,DANVILLE
Y,N,0,0,N,0.0,111,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,HERITAGE HALL-RICH CREEK,Y,,Y,Y,Giles,Y,0,Y,0,0,120  OLD VIRGINIA AVENUE,,24147,Y,495371,120,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,RICH CREEK
Y,N,5,0,N,107.5,93,0,Y,Y,N,,Y,N,Y,0,,0,0,13,Y,Y,Y,559.1,WADDELL NURSING AND REHAB CENTER,Y,N,Y,Y,Galax City,Y,0,Y,10,0,202 PAINTER ST,N,24333,Y,495126,135,35,0,0,15,Y,16,VA,N,,Y,N,,52,Y,2020/07/26 00:00:00,19.2,GALAX
Y,N,0,0,N,0.0,20,0,Y,Y,N,,Y,N,Y,0,,0,0,47,Y,Y,Y,0.0,SW VA M H INST GERI TRT CTR,Y,N,Y,Y,Smyth,Y,0,Y,0,0,340 BAGLEY CIRCLE,N,24354,Y,49E131,20,2,0,0,2,Y,0,VA,N,,Y,N,,0,Y,2020/06/14 00:00:00,,MARION
N,N,0,21,N,0.0,57,0,Y,Y,N,,N,N,Y,0,,0,0,21,N,N,Y,0.0,HERITAGE HALL DILLWYN,N,N,N,Y,Buckingham,Y,1,N,0,0,119 BRICKYARD DRIVE,N,23936,Y,495317,60,0,0,0,10,N,1,VA,N,,Y,N,,0,N,2020/07/26 00:00:00,,DILLWYN
Y,Y,0,0,N,0.0,87,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,PRINCESS ANNE HEALTH & REHABILITATION CENTER,Y,N,Y,Y,Virginia Beach City,Y,0,Y,0,0,1948 LANDSTOWN CENTRE WAY,N,23456,Y,495418,120,6,0,0,0,Y,2,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,VIRGINIA BEACH
Y,N,11,0,N,31.3,64,0,Y,Y,N,,Y,N,Y,0,,0,0,18,Y,Y,Y,15.6,THE ORCHARD,Y,N,Y,Y,Richmond,Y,0,Y,2,0,20 DELFAE DRIVE,N,22572,Y,495364,80,9,0,7,2,Y,4,VA,N,,Y,N,,1,Y,2020/06/14 00:00:00,200.0,WARSAW
Y,N,0,0,N,0.0,79,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,ST FRANCIS NURSING CTR,Y,N,Y,Y,Newport News City,Y,0,Y,0,0,4 RIDGEWOOD PARKWAY,N,23602,Y,495204,115,0,0,0,0,Y,1,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,NEWPORT NEWS
Y,N,0,0,N,0.0,40,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,SNYDER NURSING HOME,Y,,Y,Y,Salem City,Y,0,Y,0,0,11 NORTH BROAD ST,,24153,Y,49E076,45,0,0,0,0,Y,0,VA,N,,Y,N,,0,N,2020/05/24 00:00:00,,SALEM
N,N,0,0,N,0.0,25,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,N,Y,0.0,"LAKE PRINCE WOODS, INC",Y,N,Y,Y,Suffolk City,Y,0,Y,0,0,100 ANNA GOODE WAY,N,23434,Y,495366,40,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/06/21 00:00:00,,SUFFOLK
,,,,,,,,,N,,,,,,,,,,,,,,,"BON SECOURS DEPAUL,TCC",,,,,Norfolk City,,,,,,150 KINGSLEY LANE,,23505,,495346,,,,,,,,VA,,,,,,,,2020/07/26 00:00:00,,NORFOLK
Y,N,7,0,N,0.0,76,0,Y,Y,N,,N,N,Y,0,,0,0,6,Y,Y,Y,13.2,SENTARA NURSING CENTER VA BEAC,Y,N,Y,Y,Virginia Beach City,Y,0,Y,0,0,3750 SENTARA WAY,N,23452,Y,495270,116,2,0,0,0,Y,1,VA,N,,Y,N,,1,Y,2020/06/28 00:00:00,0.0,VIRGINIA BEACH
Y,N,0,0,N,0.0,44,0,Y,Y,,,N,N,Y,0,,0,0,9,Y,Y,Y,0.0,THE CULPEPER,Y,N,Y,Y,Culpeper,Y,1,Y,0,0,12425 VILLAGE LOOP,N,22701,Y,495400,47,25,0,0,2,Y,0,VA,N,,Y,N,,0,N,2020/07/19 00:00:00,,CULPEPER
N,N,6,0,N,103.9,77,5,N,Y,,,N,N,N,0,,0,4,0,N,N,N,441.6,GLENBURNIE REHAB & NURSING CENTER,Y,N,Y,N,Henrico,Y,2,N,8,0,1901 LIBBIE AVE,N,23226,N,495391,125,0,0,2,10,N,6,VA,N,,N,N,,34,N,2020/05/31 00:00:00,23.5,RICHMOND
Y,N,0,14,N,0.0,117,26,Y,Y,N,,N,N,Y,0,,0,0,14,Y,Y,Y,0.0,"BRIDGEWATER HOME , INC.",Y,,Y,Y,Rockingham,Y,2,Y,0,0,302 NORTH SECOND STREET,,22812,Y,495370,127,8,8,0,2,Y,26,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,BRIDGEWATER
Y,Y,0,2,N,0.0,78,1,Y,Y,N,,Y,N,Y,0,,0,0,9,Y,Y,Y,0.0,STANLEYTOWN HEALTH AND REHABILITATION CENTER,Y,N,Y,Y,Henry,Y,4,Y,0,0,240 RIVERSIDE DRIVE,N,24055,Y,495216,120,1,0,0,5,Y,8,VA,N,,Y,N,,0,Y,2020/07/26 00:00:00,,BASSETT
Y,N,10,2,N,195.1,123,0,Y,Y,N,,Y,N,Y,0,,0,0,11,Y,Y,Y,317.1,BIRMINGHAM GREEN,Y,N,Y,Y,Manassas City,Y,2,Y,24,0,8605 CENTREVILLE ROAD,Y,20110,Y,495390,180,20,11,0,25,Y,31,VA,N,,Y,N,,39,Y,2020/07/26 00:00:00,61.5,MANASSAS
Y,N,6,0,N,11.5,260,4,Y,Y,Y,35,Y,N,Y,1,Y,0,2,9,Y,Y,Y,107.7,WOODBINE REHABILITATION & HEALTHCARE CENTER,Y,N,Y,Y,Alexandria City,Y,0,Y,3,0,2729 KING ST,N,22302,Y,495019,307,12,1,0,20,Y,19,VA,N,0,Y,N,Y,28,N,2020/06/21 00:00:00,10.7,ALEXANDRIA
Y,N,0,9,N,64.8,108,7,Y,Y,N,,Y,N,Y,25,,0,6,17,Y,Y,Y,527.8,CARRIAGE HILL HEALTH AND REHAB CENTER,Y,N,Y,Y,Spotsylvania,Y,21,Y,7,0,6106 HEALTH CENTER LANE,Y,22407,Y,495396,150,34,24,0,25,Y,28,VA,N,,Y,Y,,57,Y,2020/06/14 00:00:00,12.3,FREDERICKSBURG
Y,Y,0,0,N,0.0,176,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,SITTER AND BARFOOT VETERANS CARE CENTER,Y,N,Y,Y,Richmond City,Y,0,Y,0,0,1601 BROADROCK BLVD,N,23224,Y,495393,200,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/07/12 00:00:00,,RICHMOND
Y,N,0,0,N,0.0,49,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,HERITAGE HALL - LAUREL MEADOWS,N,,N,Y,Carroll,Y,0,Y,0,0,16600 DANVILLE PIKE,,24352,Y,495323,60,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,LAUREL FORK
Y,N,0,0,N,0.0,195,1,Y,Y,N,,N,N,Y,0,,0,0,1,Y,Y,Y,15.4,MULBERRY CREEK NURSING AND REHAB CENTER,Y,N,Y,Y,Martinsville City,Y,1,Y,0,0,300 BLUE RIDGE STREET,N,24112,Y,495426,300,1,0,0,6,Y,10,VA,N,,Y,N,,3,Y,2020/07/19 00:00:00,0.0,MARTINSVILLE
Y,N,1,0,N,0.0,102,0,Y,Y,N,,N,N,Y,0,,0,0,189,Y,Y,Y,0.0,BETH SHOLOM HOME OF EASTERN VI,Y,N,Y,Y,Virginia Beach City,Y,1,Y,0,0,6401 AUBURN DR,N,23464,Y,495186,120,2,2,0,6,Y,3,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,VIRGINIA BEACH
Y,N,0,0,N,0.0,31,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,N,Y,0.0,BELVOIR WOODS HEALTH CARE CENTER AT THE FAIRFAX,Y,,Y,Y,Fairfax,Y,0,Y,0,0,9160  BELVOIR WOODS PKWY,,22060,Y,495197,56,0,0,0,0,Y,0,VA,N,,Y,N,,0,N,2020/05/24 00:00:00,,FORT BELVOIR
Y,Y,0,0,N,0.0,39,0,Y,Y,N,,Y,N,Y,0,,0,0,0,N,N,Y,0.0,BAYSIDE HEALTH & REHABILITATION CENTER,Y,N,Y,Y,Virginia Beach City,Y,0,Y,0,0,1004 INDEPENDENCE BLVD,N,23455,Y,495213,60,6,1,0,0,Y,1,VA,N,,Y,N,,0,N,2020/06/14 00:00:00,,VIRGINIA BEACH
Y,N,0,0,N,35.2,142,2,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,176.1,ASHLAND NURSING AND REHABILITATION,N,N,Y,Y,Hanover,Y,0,Y,5,0,906 THOMPSON STREET,N,23005,Y,495362,190,0,0,0,37,Y,13,VA,N,,Y,N,,25,Y,2020/07/05 00:00:00,20.0,ASHLAND
