"Report Date","Health District","Number of Cases","Number of Hospitalizations","Number of Deaths"
07/19/2020,Pittsylvania-Danville,405,52,4
07/19/2020,Portsmouth,966,96,20
07/19/2020,"Prince William",10151,884,189
07/19/2020,Rappahannock,2828,256,46
07/19/2020,"Rappahannock Rapidan",1686,125,25
07/19/2020,Richmond,2563,250,36
07/19/2020,Roanoke,637,15,10
07/19/2020,Southside,533,60,32
07/19/2020,"Thomas Jefferson",1376,116,29
07/19/2020,"Three Rivers",855,61,11
07/19/2020,"Virginia Beach",2610,148,37
07/19/2020,"West Piedmont",699,78,8
07/19/2020,"Western Tidewater",1280,109,68
07/20/2020,Alexandria,2559,255,56
07/20/2020,Alleghany,715,37,15
07/20/2020,Arlington,2737,430,135
07/20/2020,"Central Shenandoah",2430,192,48
07/20/2020,"Central Virginia",636,17,6
07/20/2020,Chesapeake,1758,169,24
07/20/2020,Chesterfield,3739,207,88
07/20/2020,Chickahominy,790,115,40
07/20/2020,Crater,1860,189,50
07/20/2020,"Cumberland Plateau",139,10,0
07/20/2020,"Eastern Shore",1332,117,43
07/20/2020,Fairfax,15062,1812,522
07/20/2020,Hampton,723,43,4
07/20/2020,Henrico,3058,285,175
07/20/2020,Lenowisco,119,21,5
07/20/2020,"Lord Fairfax",2339,204,80
07/20/2020,Loudoun,4670,317,103
07/20/2020,"Mount Rogers",972,92,36
07/20/2020,"New River",348,25,6
07/20/2020,Norfolk,2214,142,20
07/20/2020,Peninsula,2005,145,39
07/20/2020,Piedmont,1177,114,19
07/20/2020,Pittsylvania-Danville,428,56,5
07/20/2020,Portsmouth,1009,97,20
07/20/2020,"Prince William",10193,884,189
07/20/2020,Rappahannock,2843,256,46
07/20/2020,"Rappahannock Rapidan",1694,127,25
07/20/2020,Richmond,2588,252,36
07/20/2020,Roanoke,659,15,10
07/20/2020,Southside,542,60,32
07/20/2020,"Thomas Jefferson",1414,116,29
07/20/2020,"Three Rivers",873,61,12
07/20/2020,"Virginia Beach",2720,149,37
07/20/2020,"West Piedmont",699,78,8
07/20/2020,"Western Tidewater",1331,112,68
07/21/2020,Southside,550,60,32
07/21/2020,Chesapeake,1790,174,24
07/21/2020,"Thomas Jefferson",1440,116,30
07/21/2020,Roanoke,665,15,10
07/21/2020,"Eastern Shore",1338,118,43
07/21/2020,"Mount Rogers",984,95,36
07/21/2020,Chickahominy,812,116,40
07/21/2020,"New River",348,25,6
07/21/2020,"Central Virginia",670,18,6
07/21/2020,Piedmont,1185,114,19
07/21/2020,"Lord Fairfax",2344,205,82
07/21/2020,Crater,1873,191,50
07/21/2020,Hampton,751,43,4
07/21/2020,Alexandria,2582,255,56
07/21/2020,Fairfax,15121,1813,523
07/21/2020,Richmond,2623,254,35
07/21/2020,Arlington,2750,431,135
07/21/2020,"Rappahannock Rapidan",1715,127,25
07/21/2020,Rappahannock,2877,258,47
07/21/2020,Pittsylvania-Danville,428,56,5
07/21/2020,"Prince William",10248,889,191
07/21/2020,"Cumberland Plateau",143,10,0
07/21/2020,Portsmouth,1046,101,21
07/21/2020,"Virginia Beach",2829,154,38
07/21/2020,"West Piedmont",735,79,9
07/21/2020,"Three Rivers",886,61,12
07/21/2020,Alleghany,717,37,15
07/21/2020,Lenowisco,133,22,5
07/21/2020,Norfolk,2329,145,21
07/21/2020,"Western Tidewater",1363,112,69
07/21/2020,Henrico,3097,291,177
07/21/2020,"Central Shenandoah",2443,192,49
07/21/2020,Loudoun,4695,324,106
07/21/2020,Chesterfield,3810,217,88
07/21/2020,Peninsula,2051,149,39
07/22/2020,Southside,554,60,32
07/22/2020,Chesapeake,1850,176,24
07/22/2020,"Thomas Jefferson",1458,124,30
07/22/2020,Roanoke,679,15,10
07/22/2020,"Eastern Shore",1342,120,43
07/22/2020,"Mount Rogers",997,97,37
07/22/2020,Chickahominy,816,117,40
07/22/2020,"New River",351,25,6
07/22/2020,"Central Virginia",711,18,6
07/22/2020,Piedmont,1192,115,19
07/22/2020,"Lord Fairfax",2370,205,82
07/22/2020,Crater,1887,192,50
07/22/2020,Hampton,772,43,4
07/22/2020,Alexandria,2618,256,56
07/22/2020,Fairfax,15206,1812,523
07/22/2020,Richmond,2643,261,35
07/22/2020,Arlington,2763,431,135
07/22/2020,"Rappahannock Rapidan",1732,128,25
07/22/2020,Rappahannock,2923,260,48
07/22/2020,Pittsylvania-Danville,462,56,5
07/22/2020,"Prince William",10287,909,192
07/22/2020,"Cumberland Plateau",160,10,0
07/22/2020,Portsmouth,1085,103,21
07/22/2020,"Virginia Beach",2968,170,39
07/22/2020,"West Piedmont",757,85,9
07/22/2020,"Three Rivers",897,61,12
07/22/2020,Alleghany,733,37,15
07/22/2020,Lenowisco,145,22,5
07/22/2020,Norfolk,2389,149,20
07/22/2020,"Western Tidewater",1386,113,69
07/22/2020,Henrico,3112,295,177
07/22/2020,"Central Shenandoah",2469,193,49
07/22/2020,Loudoun,4738,324,106
07/22/2020,Chesterfield,3837,218,88
07/22/2020,Peninsula,2104,151,39
07/23/2020,Southside,559,62,32
07/23/2020,Chesapeake,1867,179,24
07/23/2020,"Thomas Jefferson",1505,129,30
07/23/2020,Roanoke,684,15,10
07/23/2020,"Eastern Shore",1348,120,43
07/23/2020,"Mount Rogers",1015,98,37
07/23/2020,Chickahominy,826,118,40
07/23/2020,"New River",359,25,6
07/23/2020,"Central Virginia",718,18,6
07/23/2020,Piedmont,1198,116,19
07/23/2020,"Lord Fairfax",2372,207,82
07/23/2020,Crater,1914,192,50
07/23/2020,Hampton,786,46,4
07/23/2020,Alexandria,2639,256,56
07/23/2020,Fairfax,15255,1816,524
07/23/2020,Richmond,2670,263,35
07/23/2020,Arlington,2776,431,135
07/23/2020,"Rappahannock Rapidan",1741,129,25
07/23/2020,Rappahannock,2961,265,49
07/23/2020,Pittsylvania-Danville,482,57,5
07/23/2020,"Prince William",10353,924,192
07/23/2020,"Cumberland Plateau",164,10,0
07/23/2020,Portsmouth,1115,107,21
07/23/2020,"Virginia Beach",3030,174,39
07/23/2020,"West Piedmont",768,85,10
07/23/2020,"Three Rivers",900,63,12
07/23/2020,Alleghany,742,37,15
07/23/2020,Lenowisco,157,23,5
07/23/2020,Norfolk,2489,152,20
07/23/2020,"Western Tidewater",1427,117,69
07/23/2020,Henrico,3139,300,177
07/23/2020,"Central Shenandoah",2484,197,49
07/23/2020,Loudoun,4758,325,106
07/23/2020,Chesterfield,3885,225,88
07/23/2020,Peninsula,2151,156,39
07/24/2020,Southside,571,62,32
07/24/2020,Chesapeake,1953,180,24
07/24/2020,"Thomas Jefferson",1551,129,30
07/24/2020,Roanoke,690,15,10
07/24/2020,"Eastern Shore",1351,121,43
07/24/2020,"Mount Rogers",1057,99,39
07/24/2020,Chickahominy,838,118,40
07/24/2020,"New River",363,25,6
07/24/2020,"Central Virginia",738,19,6
07/24/2020,Piedmont,1200,116,19
07/24/2020,"Lord Fairfax",2395,207,82
07/24/2020,Crater,1941,194,50
07/24/2020,Hampton,822,48,4
07/24/2020,Alexandria,2662,262,56
07/24/2020,Fairfax,15359,1857,526
07/24/2020,Richmond,2686,265,36
07/24/2020,Arlington,2783,431,135
07/24/2020,"Rappahannock Rapidan",1749,130,25
07/24/2020,Rappahannock,2973,266,49
07/24/2020,Pittsylvania-Danville,487,57,5
07/24/2020,"Prince William",10411,928,194
07/24/2020,"Cumberland Plateau",169,10,1
07/24/2020,Portsmouth,1165,107,21
07/24/2020,"Virginia Beach",3119,177,41
07/24/2020,"West Piedmont",795,86,10
07/24/2020,"Three Rivers",909,63,12
07/24/2020,Alleghany,755,37,15
07/24/2020,Lenowisco,164,23,6
07/24/2020,Norfolk,2582,155,20
07/24/2020,"Western Tidewater",1477,120,69
07/24/2020,Henrico,3190,300,177
07/24/2020,"Central Shenandoah",2505,199,50
07/24/2020,Loudoun,4769,326,106
07/24/2020,Chesterfield,3954,227,89
07/24/2020,Peninsula,2231,156,39
07/25/2020,Southside,583,62,32
07/25/2020,Chesapeake,2079,181,24
07/25/2020,"Thomas Jefferson",1575,129,30
07/25/2020,Roanoke,698,15,10
07/25/2020,"Eastern Shore",1353,121,43
07/25/2020,"Mount Rogers",1083,100,39
07/25/2020,Chickahominy,852,121,40
07/25/2020,"New River",369,26,6
07/25/2020,"Central Virginia",769,19,6
07/25/2020,Piedmont,1213,116,19
07/25/2020,"Lord Fairfax",2408,209,82
07/25/2020,Crater,1959,196,50
07/25/2020,Hampton,848,48,4
07/25/2020,Alexandria,2687,264,57
07/25/2020,Fairfax,15394,1869,528
07/25/2020,Richmond,2695,265,36
07/25/2020,Arlington,2801,431,135
07/25/2020,"Rappahannock Rapidan",1757,130,25
07/25/2020,Rappahannock,2989,273,49
07/25/2020,Pittsylvania-Danville,504,57,5
07/25/2020,"Prince William",10460,928,194
07/25/2020,"Cumberland Plateau",178,11,1
07/25/2020,Portsmouth,1225,109,21
07/25/2020,"Virginia Beach",3448,180,43
07/25/2020,"West Piedmont",805,88,11
07/25/2020,"Three Rivers",922,66,13
07/25/2020,Alleghany,756,37,15
07/25/2020,Lenowisco,171,26,6
07/25/2020,Norfolk,2661,157,20
07/25/2020,"Western Tidewater",1514,120,69
07/25/2020,Henrico,3261,301,177
07/25/2020,"Central Shenandoah",2534,199,50
07/25/2020,Loudoun,4796,325,106
07/25/2020,Chesterfield,3984,233,89
07/25/2020,Peninsula,2278,158,40
07/26/2020,Southside,591,62,32
07/26/2020,Chesapeake,2151,183,25
07/26/2020,"Thomas Jefferson",1600,129,30
07/26/2020,Roanoke,724,16,10
07/26/2020,"Eastern Shore",1356,121,43
07/26/2020,"Mount Rogers",1110,104,39
07/26/2020,Chickahominy,859,122,40
07/26/2020,"New River",379,26,6
07/26/2020,"Central Virginia",797,19,6
07/26/2020,Piedmont,1227,116,19
07/26/2020,"Lord Fairfax",2417,209,82
07/26/2020,Crater,1984,197,50
07/26/2020,Hampton,873,48,4
07/26/2020,Alexandria,2695,265,57
07/26/2020,Fairfax,15433,1871,528
07/26/2020,Richmond,2712,265,36
07/26/2020,Arlington,2807,431,135
07/26/2020,"Rappahannock Rapidan",1764,130,25
07/26/2020,Rappahannock,3016,274,50
07/26/2020,Pittsylvania-Danville,517,57,5
07/26/2020,"Prince William",10508,930,194
07/26/2020,"Cumberland Plateau",190,12,1
07/26/2020,Portsmouth,1267,109,21
07/26/2020,"Virginia Beach",3548,183,43
07/26/2020,"West Piedmont",823,90,11
07/26/2020,"Three Rivers",935,67,13
07/26/2020,Alleghany,775,37,15
07/26/2020,Lenowisco,182,26,6
07/26/2020,Norfolk,2771,157,20
07/26/2020,"Western Tidewater",1550,120,69
07/26/2020,Henrico,3290,301,178
07/26/2020,"Central Shenandoah",2549,199,50
07/26/2020,Loudoun,4820,325,106
07/26/2020,Chesterfield,4013,234,89
07/26/2020,Peninsula,2334,158,40
07/27/2020,Southside,597,62,32
07/27/2020,Chesapeake,2246,191,25
07/27/2020,"Thomas Jefferson",1648,133,30
07/27/2020,Roanoke,737,16,10
07/27/2020,"Eastern Shore",1362,121,43
07/27/2020,"Mount Rogers",1123,104,39
07/27/2020,Chickahominy,875,122,40
07/27/2020,"New River",402,28,6
07/27/2020,"Central Virginia",856,19,6
07/27/2020,Piedmont,1227,116,19
07/27/2020,"Lord Fairfax",2427,210,82
07/27/2020,Crater,2024,198,50
07/27/2020,Hampton,916,48,4
07/27/2020,Alexandria,2735,266,57
07/27/2020,Fairfax,15586,1875,530
07/27/2020,Richmond,2762,266,36
07/27/2020,Arlington,2823,431,135
07/27/2020,"Rappahannock Rapidan",1789,130,26
07/27/2020,Rappahannock,3064,282,50
07/27/2020,Pittsylvania-Danville,560,57,5
07/27/2020,"Prince William",10641,931,194
07/27/2020,"Cumberland Plateau",198,13,1
07/27/2020,Portsmouth,1291,109,21
07/27/2020,"Virginia Beach",3742,188,43
07/27/2020,"West Piedmont",823,90,11
07/27/2020,"Three Rivers",939,66,13
07/27/2020,Alleghany,793,37,15
07/27/2020,Lenowisco,198,28,6
07/27/2020,Norfolk,2779,158,20
07/27/2020,"Western Tidewater",1598,129,69
07/27/2020,Henrico,3371,303,178
07/27/2020,"Central Shenandoah",2571,199,50
07/27/2020,Loudoun,4914,327,106
07/27/2020,Chesterfield,4051,236,90
07/27/2020,Peninsula,2404,158,40
07/28/2020,Southside,607,62,32
07/28/2020,Chesapeake,2276,195,26
07/28/2020,"Thomas Jefferson",1663,133,30
07/28/2020,Roanoke,739,16,10
07/28/2020,"Eastern Shore",1367,121,43
07/28/2020,"Mount Rogers",1131,104,40
07/28/2020,Chickahominy,880,123,41
07/28/2020,"New River",407,28,6
07/28/2020,"Central Virginia",890,21,6
07/28/2020,Piedmont,1278,116,19
07/28/2020,"Lord Fairfax",2431,210,82
07/28/2020,Crater,2057,201,52
07/28/2020,Hampton,938,48,4
07/28/2020,Alexandria,2749,266,57
07/28/2020,Fairfax,15639,1878,532
07/28/2020,Richmond,2794,266,37
07/28/2020,Arlington,2843,431,135
07/28/2020,"Rappahannock Rapidan",1799,130,26
07/28/2020,Rappahannock,3099,282,50
07/28/2020,Pittsylvania-Danville,561,58,5
07/28/2020,"Prince William",10735,934,194
07/28/2020,"Cumberland Plateau",209,13,1
07/28/2020,Portsmouth,1367,111,21
07/28/2020,"Virginia Beach",3788,191,43
07/28/2020,"West Piedmont",863,96,11
07/28/2020,"Three Rivers",956,66,13
07/28/2020,Alleghany,793,37,15
07/28/2020,Lenowisco,201,28,6
07/28/2020,Norfolk,2814,162,20
07/28/2020,"Western Tidewater",1631,129,72
07/28/2020,Henrico,3436,304,178
07/28/2020,"Central Shenandoah",2594,202,50
07/28/2020,Loudoun,4939,328,108
07/28/2020,Chesterfield,4087,238,90
07/28/2020,Peninsula,2433,158,40
07/29/2020,Southside,619,62,33
07/29/2020,Chesapeake,2348,199,27
07/29/2020,"Thomas Jefferson",1669,135,30
07/29/2020,Roanoke,780,17,10
07/29/2020,"Eastern Shore",1369,122,43
07/29/2020,"Mount Rogers",1157,107,41
07/29/2020,Chickahominy,886,124,41
07/29/2020,"New River",411,29,7
07/29/2020,"Central Virginia",944,24,9
07/29/2020,Piedmont,1284,116,22
07/29/2020,"Lord Fairfax",2439,213,82
07/29/2020,Crater,2067,202,55
07/29/2020,Hampton,963,49,4
07/29/2020,Alexandria,2759,266,57
07/29/2020,Fairfax,15703,1887,532
07/29/2020,Richmond,2831,270,39
07/29/2020,Arlington,2857,431,135
07/29/2020,"Rappahannock Rapidan",1806,130,26
07/29/2020,Rappahannock,3134,282,50
07/29/2020,Pittsylvania-Danville,574,58,6
07/29/2020,"Prince William",10803,937,195
07/29/2020,"Cumberland Plateau",224,15,1
07/29/2020,Portsmouth,1390,114,21
07/29/2020,"Virginia Beach",3908,192,43
07/29/2020,"West Piedmont",871,98,12
07/29/2020,"Three Rivers",956,66,15
07/29/2020,Alleghany,806,37,16
07/29/2020,Lenowisco,212,29,6
07/29/2020,Norfolk,2937,164,22
07/29/2020,"Western Tidewater",1651,130,75
07/29/2020,Henrico,3466,306,177
07/29/2020,"Central Shenandoah",2609,202,51
07/29/2020,Loudoun,4965,328,109
07/29/2020,Chesterfield,4122,239,93
07/29/2020,Peninsula,2473,158,40
07/30/2020,Southside,630,63,33
07/30/2020,Chesapeake,2391,199,27
07/30/2020,"Thomas Jefferson",1685,135,31
07/30/2020,Roanoke,805,18,10
07/30/2020,"Eastern Shore",1366,122,43
07/30/2020,"Mount Rogers",1179,112,42
07/30/2020,Chickahominy,892,124,41
07/30/2020,"New River",415,29,7
07/30/2020,"Central Virginia",957,25,9
07/30/2020,Piedmont,1300,116,25
07/30/2020,"Lord Fairfax",2446,213,82
07/30/2020,Crater,2092,203,55
07/30/2020,Hampton,973,49,5
07/30/2020,Alexandria,2779,266,57
07/30/2020,Fairfax,15748,1892,532
07/30/2020,Richmond,2857,273,38
07/30/2020,Arlington,2874,433,135
07/30/2020,"Rappahannock Rapidan",1812,131,26
07/30/2020,Rappahannock,3173,283,50
07/30/2020,Pittsylvania-Danville,600,60,7
07/30/2020,"Prince William",10875,938,196
07/30/2020,"Cumberland Plateau",231,16,1
07/30/2020,Portsmouth,1417,122,22
07/30/2020,"Virginia Beach",3979,193,43
07/30/2020,"West Piedmont",882,103,12
07/30/2020,"Three Rivers",964,66,15
07/30/2020,Alleghany,819,37,18
07/30/2020,Lenowisco,218,29,6
07/30/2020,Norfolk,3080,165,22
07/30/2020,"Western Tidewater",1670,130,75
07/30/2020,Henrico,3509,308,178
07/30/2020,"Central Shenandoah",2618,203,52
07/30/2020,Loudoun,4985,331,109
07/30/2020,Chesterfield,4174,241,96
07/30/2020,Peninsula,2509,158,41
07/31/2020,Southside,630,64,34
07/31/2020,Chesapeake,2450,201,28
07/31/2020,"Thomas Jefferson",1705,136,34
07/31/2020,Roanoke,814,18,11
07/31/2020,"Eastern Shore",1366,122,43
07/31/2020,"Mount Rogers",1207,116,47
07/31/2020,Chickahominy,898,129,42
07/31/2020,"New River",429,29,7
07/31/2020,"Central Virginia",1032,27,10
07/31/2020,Piedmont,1330,116,26
07/31/2020,"Lord Fairfax",2456,214,84
07/31/2020,Crater,2113,204,57
07/31/2020,Hampton,1007,49,5
07/31/2020,Alexandria,2798,269,58
07/31/2020,Fairfax,15755,1920,533
07/31/2020,Richmond,2893,276,39
07/31/2020,Arlington,2897,434,136
07/31/2020,"Rappahannock Rapidan",1820,132,26
07/31/2020,Rappahannock,3201,284,50
07/31/2020,Pittsylvania-Danville,616,60,7
07/31/2020,"Prince William",10939,942,197
07/31/2020,"Cumberland Plateau",240,16,1
07/31/2020,Portsmouth,1462,122,22
07/31/2020,"Virginia Beach",4055,200,45
07/31/2020,"West Piedmont",895,104,12
07/31/2020,"Three Rivers",967,66,15
07/31/2020,Alleghany,829,37,18
07/31/2020,Lenowisco,232,29,7
07/31/2020,Norfolk,3180,168,24
07/31/2020,"Western Tidewater",1712,131,76
07/31/2020,Henrico,3541,310,180
07/31/2020,"Central Shenandoah",2632,204,52
07/31/2020,Loudoun,4995,335,110
07/31/2020,Chesterfield,4237,241,97
07/31/2020,Peninsula,2555,161,41
08/01/2020,Southside,644,64,34
08/01/2020,Chesapeake,2462,204,29
08/01/2020,"Thomas Jefferson",1720,136,37
08/01/2020,Roanoke,861,18,11
08/01/2020,"Eastern Shore",1369,123,43
08/01/2020,"Mount Rogers",1220,116,49
08/01/2020,Chickahominy,905,129,44
08/01/2020,"New River",431,29,7
08/01/2020,"Central Virginia",1058,27,10
08/01/2020,Piedmont,1351,116,27
08/01/2020,"Lord Fairfax",2475,216,86
08/01/2020,Crater,2136,204,61
08/01/2020,Hampton,1009,49,5
08/01/2020,Alexandria,2811,270,59
08/01/2020,Fairfax,15828,1921,535
08/01/2020,Richmond,2936,278,39
08/01/2020,Arlington,2906,435,136
08/01/2020,"Rappahannock Rapidan",1829,132,26
08/01/2020,Rappahannock,3246,286,52
08/01/2020,Pittsylvania-Danville,643,61,9
08/01/2020,"Prince William",10998,947,199
08/01/2020,"Cumberland Plateau",246,17,1
08/01/2020,Portsmouth,1492,124,24
08/01/2020,"Virginia Beach",4178,201,46
08/01/2020,"West Piedmont",937,110,13
08/01/2020,"Three Rivers",978,67,15
08/01/2020,Alleghany,837,39,20
08/01/2020,Lenowisco,245,31,7
08/01/2020,Norfolk,3185,170,26
08/01/2020,"Western Tidewater",1746,132,77
08/01/2020,Henrico,3601,312,182
08/01/2020,"Central Shenandoah",2650,206,53
08/01/2020,Loudoun,5014,336,112
08/01/2020,Chesterfield,4271,243,100
08/01/2020,Peninsula,2583,161,41
08/02/2020,Southside,650,65,34
08/02/2020,Chesapeake,2538,206,29
08/02/2020,"Thomas Jefferson",1749,136,37
08/02/2020,Roanoke,903,18,11
08/02/2020,"Eastern Shore",1371,123,43
08/02/2020,"Mount Rogers",1248,117,50
08/02/2020,Chickahominy,908,129,44
08/02/2020,"New River",440,30,7
08/02/2020,"Central Virginia",1093,44,10
08/02/2020,Piedmont,1368,116,27
08/02/2020,"Lord Fairfax",2484,216,86
08/02/2020,Crater,2157,206,61
08/02/2020,Hampton,1048,49,5
08/02/2020,Alexandria,2820,268,59
08/02/2020,Fairfax,15908,1923,536
08/02/2020,Richmond,2946,278,39
08/02/2020,Arlington,2925,435,136
08/02/2020,"Rappahannock Rapidan",1838,132,26
08/02/2020,Rappahannock,3271,288,52
08/02/2020,Pittsylvania-Danville,684,63,9
08/02/2020,"Prince William",11016,951,199
08/02/2020,"Cumberland Plateau",252,19,1
08/02/2020,Portsmouth,1539,125,24
08/02/2020,"Virginia Beach",4299,202,47
08/02/2020,"West Piedmont",955,115,13
08/02/2020,"Three Rivers",982,68,15
08/02/2020,Alleghany,857,39,20
08/02/2020,Lenowisco,246,32,7
08/02/2020,Norfolk,3210,172,26
08/02/2020,"Western Tidewater",1794,132,77
08/02/2020,Henrico,3609,312,182
08/02/2020,"Central Shenandoah",2664,206,53
08/02/2020,Loudoun,5034,336,112
08/02/2020,Chesterfield,4331,243,100
08/02/2020,Peninsula,2645,161,41
08/03/2020,Southside,662,65,34
08/03/2020,Chesapeake,2617,213,29
08/03/2020,"Thomas Jefferson",1793,137,37
08/03/2020,Roanoke,909,19,11
08/03/2020,"Eastern Shore",1374,123,43
08/03/2020,"Mount Rogers",1270,119,50
08/03/2020,Chickahominy,917,129,44
08/03/2020,"New River",452,32,7
08/03/2020,"Central Virginia",1122,56,10
08/03/2020,Piedmont,1373,116,27
08/03/2020,"Lord Fairfax",2493,216,85
08/03/2020,Crater,2202,209,62
08/03/2020,Hampton,1070,49,5
08/03/2020,Alexandria,2844,269,59
08/03/2020,Fairfax,16048,1924,536
08/03/2020,Richmond,2992,283,39
08/03/2020,Arlington,2945,436,136
08/03/2020,"Rappahannock Rapidan",1852,132,26
08/03/2020,Rappahannock,3323,289,51
08/03/2020,Pittsylvania-Danville,719,65,9
08/03/2020,"Prince William",11100,955,200
08/03/2020,"Cumberland Plateau",269,21,1
08/03/2020,Portsmouth,1540,125,24
08/03/2020,"Virginia Beach",4427,208,47
08/03/2020,"West Piedmont",957,116,13
08/03/2020,"Three Rivers",992,68,15
08/03/2020,Alleghany,871,39,20
08/03/2020,Lenowisco,267,32,7
08/03/2020,Norfolk,3345,173,26
08/03/2020,"Western Tidewater",1853,132,77
08/03/2020,Henrico,3654,317,182
08/03/2020,"Central Shenandoah",2681,206,53
08/03/2020,Loudoun,5059,339,112
08/03/2020,Chesterfield,4410,245,100
08/03/2020,Peninsula,2704,161,41
08/04/2020,Southside,666,65,35
08/04/2020,Chesapeake,2689,217,30
08/04/2020,"Thomas Jefferson",1824,137,39
08/04/2020,Roanoke,913,21,14
08/04/2020,"Eastern Shore",1377,126,44
08/04/2020,"Mount Rogers",1276,121,51
08/04/2020,Chickahominy,929,130,44
08/04/2020,"New River",463,32,7
08/04/2020,"Central Virginia",1155,56,11
08/04/2020,Piedmont,1381,117,29
08/04/2020,"Lord Fairfax",2505,217,85
08/04/2020,Crater,2215,213,65
08/04/2020,Hampton,1103,49,7
08/04/2020,Alexandria,2867,273,60
08/04/2020,Fairfax,16127,1927,540
08/04/2020,Richmond,3015,282,39
08/04/2020,Arlington,2973,436,136
08/04/2020,"Rappahannock Rapidan",1863,133,26
08/04/2020,Rappahannock,3356,293,52
08/04/2020,Pittsylvania-Danville,727,66,9
08/04/2020,"Prince William",11205,956,200
08/04/2020,"Cumberland Plateau",277,22,1
08/04/2020,Portsmouth,1631,129,24
08/04/2020,"Virginia Beach",4529,215,49
08/04/2020,"West Piedmont",978,117,13
08/04/2020,"Three Rivers",1002,69,15
08/04/2020,Alleghany,872,40,17
08/04/2020,Lenowisco,279,32,7
08/04/2020,Norfolk,3425,178,26
08/04/2020,"Western Tidewater",1901,132,77
08/04/2020,Henrico,3690,321,182
08/04/2020,"Central Shenandoah",2709,207,54
08/04/2020,Loudoun,5093,339,113
08/04/2020,Chesterfield,4460,252,100
08/04/2020,Peninsula,2776,165,43
08/05/2020,Southside,689,65,35
08/05/2020,Chesapeake,2714,221,33
08/05/2020,"Thomas Jefferson",1828,137,41
08/05/2020,Roanoke,932,21,14
08/05/2020,"Eastern Shore",1380,127,44
08/05/2020,"Mount Rogers",1295,122,52
08/05/2020,Chickahominy,936,130,45
08/05/2020,"New River",468,32,7
08/05/2020,"Central Virginia",1197,58,13
08/05/2020,Piedmont,1415,119,29
08/05/2020,"Lord Fairfax",2513,219,85
08/05/2020,Crater,2233,215,68
08/05/2020,Hampton,1129,49,7
08/05/2020,Alexandria,2872,274,60
08/05/2020,Fairfax,16160,1925,542
08/05/2020,Richmond,3034,286,39
08/05/2020,Arlington,2997,436,135
08/05/2020,"Rappahannock Rapidan",1878,133,27
08/05/2020,Rappahannock,3387,293,55
08/05/2020,Pittsylvania-Danville,737,68,9
08/05/2020,"Prince William",11264,964,202
08/05/2020,"Cumberland Plateau",298,24,3
08/05/2020,Portsmouth,1663,131,25
08/05/2020,"Virginia Beach",4583,219,49
08/05/2020,"West Piedmont",991,118,15
08/05/2020,"Three Rivers",1009,69,16
08/05/2020,Alleghany,882,40,18
08/05/2020,Lenowisco,291,34,7
08/05/2020,Norfolk,3493,179,28
08/05/2020,"Western Tidewater",1936,132,77
08/05/2020,Henrico,3714,322,182
08/05/2020,"Central Shenandoah",2719,207,55
08/05/2020,Loudoun,5117,340,113
08/05/2020,Chesterfield,4493,252,100
08/05/2020,Peninsula,2802,165,44
08/06/2020,Southside,721,66,35
08/06/2020,Chesapeake,2761,223,37
08/06/2020,"Thomas Jefferson",1845,138,44
08/06/2020,Roanoke,973,21,14
08/06/2020,"Eastern Shore",1380,127,45
08/06/2020,"Mount Rogers",1317,124,52
08/06/2020,Chickahominy,945,130,45
08/06/2020,"New River",480,33,7
08/06/2020,"Central Virginia",1231,60,13
08/06/2020,Piedmont,1422,121,31
08/06/2020,"Lord Fairfax",2517,219,86
08/06/2020,Crater,2261,216,70
08/06/2020,Hampton,1131,49,7
08/06/2020,Alexandria,2887,274,60
08/06/2020,Fairfax,16228,1933,540
08/06/2020,Richmond,3067,289,41
08/06/2020,Arlington,3013,436,135
08/06/2020,"Rappahannock Rapidan",1896,134,27
08/06/2020,Rappahannock,3444,294,55
08/06/2020,Pittsylvania-Danville,754,70,9
08/06/2020,"Prince William",11294,964,204
08/06/2020,"Cumberland Plateau",309,25,3
08/06/2020,Portsmouth,1676,132,25
08/06/2020,"Virginia Beach",4658,222,52
08/06/2020,"West Piedmont",1016,129,15
08/06/2020,"Three Rivers",1012,69,16
08/06/2020,Alleghany,912,42,18
08/06/2020,Lenowisco,296,34,7
08/06/2020,Norfolk,3496,182,29
08/06/2020,"Western Tidewater",1961,132,77
08/06/2020,Henrico,3742,327,182
08/06/2020,"Central Shenandoah",2723,210,57
08/06/2020,Loudoun,5150,342,115
08/06/2020,Chesterfield,4540,251,102
08/06/2020,Peninsula,2809,165,44
08/07/2020,Southside,763,66,35
08/07/2020,Chesapeake,2828,225,37
08/07/2020,"Thomas Jefferson",1894,141,44
08/07/2020,Roanoke,1000,21,14
08/07/2020,"Eastern Shore",1382,127,45
08/07/2020,"Mount Rogers",1367,125,52
08/07/2020,Chickahominy,971,133,45
08/07/2020,"New River",507,33,8
08/07/2020,"Central Virginia",1321,62,14
08/07/2020,Piedmont,1444,124,34
08/07/2020,"Lord Fairfax",2530,220,86
08/07/2020,Crater,2323,216,70
08/07/2020,Hampton,1173,49,7
08/07/2020,Alexandria,2917,275,60
08/07/2020,Fairfax,16385,1947,543
08/07/2020,Richmond,3112,296,41
08/07/2020,Arlington,3037,436,135
08/07/2020,"Rappahannock Rapidan",1927,137,27
08/07/2020,Rappahannock,3532,299,55
08/07/2020,Pittsylvania-Danville,804,73,9
08/07/2020,"Prince William",11483,972,205
